Comune,Istat,Waste type,Quantity
Malosco,4022111,Tessili (t),1.676
Massimeno,4022112,Tessili (t),0.221
Mazzin,4022113,Tessili (t),1.63
Mezzana,4022114,Tessili (t),1.495
Mezzano,4022115,Tessili (t),0.529
Mezzocorona,4022116,Tessili (t),22.321
Mezzolombardo,4022117,Tessili (t),28.849
Moena,4022118,Tessili (t),9.03
Molveno,4022120,Tessili (t),10.463
Mori,4022123,Tessili (t),10.709
Nago-Torbole,4022124,Tessili (t),1.407
Nave San Rocco,4022126,Tessili (t),5.514
Nogaredo,4022127,Tessili (t),2.414
Nomi,4022128,Tessili (t),7.909
Novaledo,4022129,Tessili (t),0.358
Ospedaletto,4022130,Tessili (t),0.258
Ossana,4022131,Tessili (t),2.528
Palu del Fersina,4022133,Tessili (t),0.666
Panchia ,4022134,Tessili (t),2.539
Peio,4022136,Tessili (t),2.4
Pellizzano,4022137,Tessili (t),2.201
Pelugo,4022138,Tessili (t),0.594
Pergine Valsugana,4022139,Tessili (t),79.074
Pieve Di Bono-Prezzo,4022234,Tessili (t),2.116
Pieve Tesino,4022142,Tessili (t),0.109
Pinzolo,4022143,Tessili (t),12.19
Pomarolo,4022144,Tessili (t),3.097
Porte Di Rendena,4022244,Tessili (t),2.704
Predaia,4022230,Tessili (t),19.187
Predazzo,4022147,Tessili (t),14.75
Primiero San Martino Di Castrozza,4022245,Tessili (t),2.547
Rabbi,4022150,Tessili (t),1.523
Revo,4022152,Tessili (t),3.286
Riva del Garda,4022153,Tessili (t),6.259
Romallo,4022154,Tessili (t),1.607
Romeno,4022155,Tessili (t),4.208
Roncegno Terme,4022156,Tessili (t),0.999
Ronchi Valsugana,4022157,Tessili (t),0.15
Ronzo-Chienis,4022135,Tessili (t),5.04
Ronzone,4022159,Tessili (t),2.081
Rovere della Luna,4022160,Tessili (t),6.749
Rovereto,4022161,Tessili (t),76.916
Ruffre-Mendola,4022162,Tessili (t),1.594
Rumo,4022163,Tessili (t),2.394
Sagron Mis,4022164,Tessili (t),0.066
Samone,4022165,Tessili (t),0.127
San Lorenzo Dorsino,4022231,Tessili (t),2.835
San Michele all\'Adige,4022167,Tessili (t),13.041
Sant\'Orsola Terme,4022168,Tessili (t),4.118
Sanzeno,4022169,Tessili (t),2.478
Sarnonico,4022170,Tessili (t),2.565
Scurelle,4022171,Tessili (t),0.048
Segonzano,4022172,Tessili (t),6.3
Sella Giudicarie,4022246,Tessili (t),4.885
Sen Jan di Fassa-San Giovanni di Fassa,4022250,Tessili (t),7.29
Sfruz,4022173,Tessili (t),1.296
Soraga,4022176,Tessili (t),0.88
Sover,4022177,Tessili (t),3.509
Spiazzo,4022179,Tessili (t),2.607
Spormaggiore,4022180,Tessili (t),5.49
Sporminore,4022181,Tessili (t),1.829
Stenico,4022182,Tessili (t),2.189
Storo,4022183,Tessili (t),6.624
Strembo,4022184,Tessili (t),1.255
Telve,4022188,Tessili (t),0.365
Telve di Sopra,4022189,Tessili (t),0.118
Tenna,4022190,Tessili (t),4.067
Tenno,4022191,Tessili (t),0.64
Terragnolo,4022193,Tessili (t),1.65
Terzolas,4022195,Tessili (t),1.536
Tesero,4022196,Tessili (t),9.406
Tione di Trento,4022199,Tessili (t),5.348
Ton,4022200,Tessili (t),3.354
Torcegno,4022202,Tessili (t),0.117
Trambileno,4022203,Tessili (t),7.69
Tre Ville,4022247,Tessili (t),3.241
Trento,4022205,Tessili (t),387.59
Valdaone,4022232,Tessili (t),1.806
Valfloriana,4022209,Tessili (t),1.205
Vallarsa,4022210,Tessili (t),6.95
Vallelaghi,4022248,Tessili (t),20.821
Varena,4022211,Tessili (t),2.791
Vermiglio,4022213,Tessili (t),5.089
Vignola-Falesina,4022216,Tessili (t),0.917
Villa d\'Anaunia,4022249,Tessili (t),12.47
Villa Lagarina,4022222,Tessili (t),8.616
Volano,4022224,Tessili (t),7.96
Zambana,4022225,Tessili (t),6.974
Ziano di Fiemme,4022226,Tessili (t),5.721
Ala,4022001,Tessili (t),26.49
Albiano,4022002,Tessili (t),8.461
Aldeno,4022003,Tessili (t),17.891
Altavalle,4022235,Tessili (t),9.929
Altopiano Della Vigolana,4022236,Tessili (t),17.12
Amblar-Don,4022237,Tessili (t),2.269
Andalo,4022005,Tessili (t),23.754
Arco,4022006,Tessili (t),4.203
Avio,4022007,Tessili (t),13.49
Baselga di Pine,4022009,Tessili (t),19.28
Bedollo,4022011,Tessili (t),5.31
Besenello,4022013,Tessili (t),9.398
Bieno,4022015,Tessili (t),0.113
Bleggio Superiore,4022017,Tessili (t),2.446
Bocenago,4022018,Tessili (t),0.744
Bondone,4022021,Tessili (t),0.99
Borgo Chiese,4022238,Tessili (t),2.834
Borgo Lares,4022239,Tessili (t),1.039
Borgo Valsugana,4022022,Tessili (t),1.58
Brentonico,4022025,Tessili (t),8.14
Bresimo,4022026,Tessili (t),0.932
Brez,4022027,Tessili (t),2.78
Caderzone Terme,4022029,Tessili (t),1.45
Cagno,4022030,Tessili (t),1.162
Calceranica al Lago,4022032,Tessili (t),9.19
Caldes,4022033,Tessili (t),2.122
Caldonazzo,4022034,Tessili (t),17.48
Calliano,4022035,Tessili (t),13.052
Campodenno,4022037,Tessili (t),5.265
Canal San Bovo,4022038,Tessili (t),3.379
Canazei,4022039,Tessili (t),4.92
Capriana,4022040,Tessili (t),1.655
Carano,4022041,Tessili (t),5.114
Carisolo,4022042,Tessili (t),2.951
Carzano,4022043,Tessili (t),0.118
Castel Condino,4022045,Tessili (t),0.346
Castel Ivano,4022240,Tessili (t),0.745
Castelfondo,4022046,Tessili (t),2.328
Castello Tesino,4022048,Tessili (t),0.332
Castello-Molina di Fiemme,4022047,Tessili (t),7.126
Castelnuovo,4022049,Tessili (t),0.237
Cavalese,4022050,Tessili (t),14.978
Cavareno,4022051,Tessili (t),4.888
Cavedago,4022052,Tessili (t),3.828
Cavedine,4022053,Tessili (t),17.556
Cavizzana,4022054,Tessili (t),0.472
Cembra Lisignago,4022241,Tessili (t),13.728
Cimone,4022058,Tessili (t),4.02
Cinte Tesino,4022059,Tessili (t),0.093
Cis,4022060,Tessili (t),1.121
Civezzano,4022061,Tessili (t),12.98
Cles,4022062,Tessili (t),24.332
Cloz,4022063,Tessili (t),2.355
Comano Terme,4022228,Tessili (t),5.265
Commezzadura,4022064,Tessili (t),1.975
Conta\',4022242,Tessili (t),5.046
Croviana,4022068,Tessili (t),1.905
Daiano,4022070,Tessili (t),2.17
Dambel,4022071,Tessili (t),1.515
Denno,4022074,Tessili (t),4.336
Dimaro Folgarida,4022233,Tessili (t),3.64
Drena,4022078,Tessili (t),0.13
Dro,4022079,Tessili (t),1.115
Faedo,4022080,Tessili (t),3.992
Fai della Paganella,4022081,Tessili (t),9.062
Fiave,4022083,Tessili (t),1.596
Fierozzo,4022085,Tessili (t),1.34
Folgaria,4022087,Tessili (t),11.72
Fondo,4022088,Tessili (t),6.153
Fornace,4022089,Tessili (t),4.23
Frassilongo,4022090,Tessili (t),1.13
Garniga Terme,4022091,Tessili (t),2.467
Giovo,4022092,Tessili (t),14.539
Giustino,4022093,Tessili (t),1.66
Grigno,4022095,Tessili (t),0.477
Imer,4022097,Tessili (t),2.568
Isera,4022098,Tessili (t),3.12
Lavarone,4022102,Tessili (t),3.13
Lavis,4022103,Tessili (t),52.249
Ledro,4022229,Tessili (t),1.603
Levico Terme,4022104,Tessili (t),21.54
Livo,4022106,Tessili (t),2.797
Lona-Lases,4022108,Tessili (t),5.052
Luserna,4022109,Tessili (t),1.54
Madruzzo,4022243,Tessili (t),16.808
Male,4022110,Tessili (t),4.532
Malosco,4022111,Tessili (t),2.259
Massimeno,4022112,Tessili (t),0.225
Mazzin,4022113,Tessili (t),1.86
Mezzana,4022114,Tessili (t),1.772
Mezzano,4022115,Tessili (t),3.592
Mezzocorona,4022116,Tessili (t),31.755
Mezzolombardo,4022117,Tessili (t),41.548
Moena,4022118,Tessili (t),10.06
Molveno,4022120,Tessili (t),14.965
Mori,4022123,Tessili (t),23.55
Nago-Torbole,4022124,Tessili (t),1.047
Nogaredo,4022127,Tessili (t),3.365
Nomi,4022128,Tessili (t),8.546
Novaledo,4022129,Tessili (t),0.247
Ospedaletto,4022130,Tessili (t),0.176
Ossana,4022131,Tessili (t),3.774
Palu del Fersina,4022133,Tessili (t),0.5
Panchia ,4022134,Tessili (t),2.745
Peio,4022136,Tessili (t),2.784
Pellizzano,4022137,Tessili (t),2.809
Pelugo,4022138,Tessili (t),0.616
Pergine Valsugana,4022139,Tessili (t),118.99
Pieve Di Bono-Prezzo,4022234,Tessili (t),2.046
Pieve Tesino,4022142,Tessili (t),0.193
Pinzolo,4022143,Tessili (t),11.887
Pomarolo,4022144,Tessili (t),4.076
Porte Di Rendena,4022244,Tessili (t),2.62
Predaia,4022230,Tessili (t),25.795
Predazzo,4022147,Tessili (t),15.96
Primiero San Martino Di Castrozza,4022245,Tessili (t),17.38
Rabbi,4022150,Tessili (t),3.752
Revo,4022152,Tessili (t),4.429
Riva del Garda,4022153,Tessili (t),4.686
Romallo,4022154,Tessili (t),2.167
Romeno,4022155,Tessili (t),5.694
Roncegno Terme,4022156,Tessili (t),0.707
Ronchi Valsugana,4022157,Tessili (t),0.105
Ronzo-Chienis,4022135,Tessili (t),6.54
Ronzone,4022159,Tessili (t),2.801
Rovere della Luna,4022160,Tessili (t),9.385
Rovereto,4022161,Tessili (t),132.47
Ruffre-Mendola,4022162,Tessili (t),2.149
Rumo,4022163,Tessili (t),3.25
Sagron Mis,4022164,Tessili (t),0.441
Samone,4022165,Tessili (t),0.125
San Lorenzo Dorsino,4022231,Tessili (t),2.758
San Michele all\'Adige,4022167,Tessili (t),18.566
Sant\'Orsola Terme,4022168,Tessili (t),3.07
Sanzeno,4022169,Tessili (t),3.294
Sarnonico,4022170,Tessili (t),3.466
Scurelle,4022171,Tessili (t),0.316
Segonzano,4022172,Tessili (t),8.767
Sella Giudicarie,4022246,Tessili (t),4.679
Sen Jan di Fassa-San Giovanni di Fassa,4022250,Tessili (t),7.79
Sfruz,4022173,Tessili (t),1.786
Soraga,4022176,Tessili (t),0.93
Sover,4022177,Tessili (t),4.899
Spiazzo,4022179,Tessili (t),2.518
Spormaggiore,4022180,Tessili (t),7.763
Sporminore,4022181,Tessili (t),2.461
Stenico,4022182,Tessili (t),2.168
Storo,4022183,Tessili (t),6.434
Strembo,4022184,Tessili (t),0.876
Telve,4022188,Tessili (t),0.438
Telve di Sopra,4022189,Tessili (t),0.133
Tenna,4022190,Tessili (t),2.24
Tenno,4022191,Tessili (t),0.476
Terragnolo,4022193,Tessili (t),2.12
Terre d\'Adige,4022251,Tessili (t),17.38
Terzolas,4022195,Tessili (t),1.596
Tesero,4022196,Tessili (t),10.221
Tione di Trento,4022199,Tessili (t),5.194
Ton,4022200,Tessili (t),4.532
Torcegno,4022202,Tessili (t),0.155
Trambileno,4022203,Tessili (t),8.67
Tre Ville,4022247,Tessili (t),3.18
Trento,4022205,Tessili (t),447.92
Valdaone,4022232,Tessili (t),1.758
Valfloriana,4022209,Tessili (t),1.306
Vallarsa,4022210,Tessili (t),8.63
Vallelaghi,4022248,Tessili (t),29.731
Varena,4022211,Tessili (t),2.986
Vermiglio,4022213,Tessili (t),4.317
Vignola-Falesina,4022216,Tessili (t),1.38
Villa d\'Anaunia,4022249,Tessili (t),16.698
Villa Lagarina,4022222,Tessili (t),13.303
Volano,4022224,Tessili (t),10.63
Ziano di Fiemme,4022226,Tessili (t),6.189
Ala,4022001,Tessili (t),40.16
Albiano,4022002,Tessili (t),8.259
Aldeno,4022003,Tessili (t),17.513
Altavalle,4022235,Tessili (t),9.456
Altopiano Della Vigolana,4022236,Tessili (t),18.18
Amblar-Don,4022237,Tessili (t),1.799
Andalo,4022005,Tessili (t),19.085
Arco,4022006,Tessili (t),12.699
Avio,4022007,Tessili (t),12.03
Baselga di Pine,4022009,Tessili (t),17.439
Bedollo,4022011,Tessili (t),4.791
Besenello,4022013,Tessili (t),7.707
Bieno,4022015,Tessili (t),0.184
Bleggio Superiore,4022017,Tessili (t),2.485
Bocenago,4022018,Tessili (t),0.72
Bondone,4022021,Tessili (t),0.971
Borgo Chiese,4022238,Tessili (t),2.882
Borgo d\'Anaunia,4022252,Tessili (t),8.345
Borgo Lares,4022239,Tessili (t),1.076
Borgo Valsugana,4022022,Tessili (t),2.677
Brentonico,4022025,Tessili (t),7.77
Bresimo,4022026,Tessili (t),0.743
Caderzone Terme,4022029,Tessili (t),1.367
Calceranica al Lago,4022032,Tessili (t),8.303
Caldes,4022033,Tessili (t),3.148
Caldonazzo,4022034,Tessili (t),15.847
Calliano,4022035,Tessili (t),14.411
Campodenno,4022037,Tessili (t),4.247
Canal San Bovo,4022038,Tessili (t),5.037
Canazei,4022039,Tessili (t),5.62
Capriana,4022040,Tessili (t),1.687
Carisolo,4022042,Tessili (t),2.586
Carzano,4022043,Tessili (t),0.2
Castel Condino,4022045,Tessili (t),0.344
Castel Ivano,4022240,Tessili (t),1.261
Castello Tesino,4022048,Tessili (t),0.543
Castello-Molina di Fiemme,4022047,Tessili (t),7.025
Castelnuovo,4022049,Tessili (t),0.412
Cavalese,4022050,Tessili (t),14.369
Cavareno,4022051,Tessili (t),3.808
Cavedago,4022052,Tessili (t),3.536
Cavedine,4022053,Tessili (t),16.675
Cavizzana,4022054,Tessili (t),0.564
Cembra Lisignago,4022241,Tessili (t),12.72
Cimone,4022058,Tessili (t),3.933
Cinte Tesino,4022059,Tessili (t),0.152
Cis,4022060,Tessili (t),0.908
Civezzano,4022061,Tessili (t),12.722
Cles,4022062,Tessili (t),20.08
Comano Terme,4022228,Tessili (t),4.955
Commezzadura,4022064,Tessili (t),3.086
Conta\',4022242,Tessili (t),4.065
Croviana,4022068,Tessili (t),2.02
Dambel,4022071,Tessili (t),1.229
Denno,4022074,Tessili (t),3.417
Dimaro Folgarida,4022233,Tessili (t),4.934
Drena,4022078,Tessili (t),0.4
Dro,4022079,Tessili (t),3.459
Fai della Paganella,4022081,Tessili (t),8.014
Fiave,4022083,Tessili (t),1.608
Fierozzo,4022085,Tessili (t),1.279
Folgaria,4022087,Tessili (t),9.39
Fornace,4022089,Tessili (t),4.088
Frassilongo,4022090,Tessili (t),1.009
Garniga Terme,4022091,Tessili (t),2.252
Giovo,4022092,Tessili (t),14.102
Giustino,4022093,Tessili (t),1.469
Grigno,4022095,Tessili (t),0.798
Imer,4022097,Tessili (t),3.925
Isera,4022098,Tessili (t),3.208
Lavarone,4022102,Tessili (t),2.19
Lavis,4022103,Tessili (t),49.83
Ledro,4022229,Tessili (t),4.787
Levico Terme,4022104,Tessili (t),24.858
Livo,4022106,Tessili (t),2.257
Lona-Lases,4022108,Tessili (t),4.788
Luserna,4022109,Tessili (t),1.06
Madruzzo,4022243,Tessili (t),16.104
Male,4022110,Tessili (t),5.71
Massimeno,4022112,Tessili (t),0.23
Mazzin,4022113,Tessili (t),1.93
Mezzana,4022114,Tessili (t),2.44
Mezzano,4022115,Tessili (t),5.518
Mezzocorona,4022116,Tessili (t),30.478
Mezzolombardo,4022117,Tessili (t),40.026
Moena,4022118,Tessili (t),9.69
Molveno,4022120,Tessili (t),12.377
Mori,4022123,Tessili (t),17.14
Nago-Torbole,4022124,Tessili (t),2.581
Nogaredo,4022127,Tessili (t),2.754
Nomi,4022128,Tessili (t),10.95
Novaledo,4022129,Tessili (t),0.423
Novella,4022253,Tessili (t),10.348
Ospedaletto,4022130,Tessili (t),0.301
Ossana,4022131,Tessili (t),2.8
Palu del Fersina,4022133,Tessili (t),0.449
Panchia ,4022134,Tessili (t),2.679
Peio,4022136,Tessili (t),2.81
Pellizzano,4022137,Tessili (t),2.62
Pelugo,4022138,Tessili (t),0.608
Pergine Valsugana,4022139,Tessili (t),103.548
Pieve Di Bono-Prezzo,4022234,Tessili (t),2.071
Pieve Tesino,4022142,Tessili (t),0.31
Pinzolo,4022143,Tessili (t),9.798
Pomarolo,4022144,Tessili (t),3.52
Porte Di Rendena,4022244,Tessili (t),2.614
Predaia,4022230,Tessili (t),20.976
Predazzo,4022147,Tessili (t),15.384
Primiero San Martino Di Castrozza,4022245,Tessili (t),23.781
Rabbi,4022150,Tessili (t),4.74
Riva del Garda,4022153,Tessili (t),13.565
Romeno,4022155,Tessili (t),4.439
Roncegno Terme,4022156,Tessili (t),1.151
Ronchi Valsugana,4022157,Tessili (t),0.186
Ronzo-Chienis,4022135,Tessili (t),5.59
Ronzone,4022159,Tessili (t),2.056
Rovere della Luna,4022160,Tessili (t),8.982
Rovereto,4022161,Tessili (t),144.942
Ruffre-Mendola,4022162,Tessili (t),1.651
Rumo,4022163,Tessili (t),2.562
Sagron Mis,4022164,Tessili (t),0.628
Samone,4022165,Tessili (t),0.214
San Lorenzo Dorsino,4022231,Tessili (t),2.77
San Michele all\'Adige,4022167,Tessili (t),21.724
Sant\'Orsola Terme,4022168,Tessili (t),2.833
Sanzeno,4022169,Tessili (t),2.618
Sarnonico,4022170,Tessili (t),2.699
Scurelle,4022171,Tessili (t),0.53
Segonzano,4022172,Tessili (t),8.188
Sella Giudicarie,4022246,Tessili (t),4.526
Sen Jan di Fassa-San Giovanni di Fassa,4022250,Tessili (t),7.45
Sfruz,4022173,Tessili (t),1.361
Soraga,4022176,Tessili (t),0.7
Sover,4022177,Tessili (t),4.488
Spiazzo,4022179,Tessili (t),2.464
Spormaggiore,4022180,Tessili (t),7.301
Sporminore,4022181,Tessili (t),2.003
Stenico,4022182,Tessili (t),2.044
Storo,4022183,Tessili (t),6.577
Strembo,4022184,Tessili (t),0.917
Telve,4022188,Tessili (t),0.742
Telve di Sopra,4022189,Tessili (t),0.228
Tenna,4022190,Tessili (t),2.682
Tenno,4022191,Tessili (t),1.474
Terragnolo,4022193,Tessili (t),2.48
Terre d\'Adige,4022251,Tessili (t),16.686
Terzolas,4022195,Tessili (t),2.518
Tesero,4022196,Tessili (t),9.571
Tione di Trento,4022199,Tessili (t),5.342
Ton,4022200,Tessili (t),3.744
Torcegno,4022202,Tessili (t),0.268
Trambileno,4022203,Tessili (t),7.0
Tre Ville,4022247,Tessili (t),2.786
Trento,4022205,Tessili (t),461.33
Valdaone,4022232,Tessili (t),1.774
Valfloriana,4022209,Tessili (t),1.306
Vallarsa,4022210,Tessili (t),8.34
Vallelaghi,4022248,Tessili (t),28.753
Vermiglio,4022213,Tessili (t),4.37
Vignola-Falesina,4022216,Tessili (t),1.173
Villa d\'Anaunia,4022249,Tessili (t),13.447
Villa Lagarina,4022222,Tessili (t),10.096
Ville di Fiemme,4022254,Tessili (t),9.872
Volano,4022224,Tessili (t),9.2
Ziano di Fiemme,4022226,Tessili (t),6.017
Ala,4022001,Tessili (t),29.9
Albiano,4022002,Tessili (t),8.175
Aldeno,4022003,Tessili (t),17.336
Altavalle,4022235,Tessili (t),9.36
Altopiano Della Vigolana,4022236,Tessili (t),20.191
Amblar-Don,4022237,Tessili (t),2.2
Andalo,4022005,Tessili (t),18.892
Arco,4022006,Tessili (t),15.582
Avio,4022007,Tessili (t),11.37
Baselga di Pine,4022009,Tessili (t),23.329
Bedollo,4022011,Tessili (t),6.294
Besenello,4022013,Tessili (t),7.274
Bieno,4022015,Tessili (t),0.187
Bleggio Superiore,4022017,Tessili (t),2.116
Bocenago,4022018,Tessili (t),0.613
Bondone,4022021,Tessili (t),0.827
Borgo Chiese,4022238,Tessili (t),2.455
Borgo d\'Anaunia,4022252,Tessili (t),10.206
Borgo Lares,4022239,Tessili (t),0.916
Borgo Valsugana,4022022,Tessili (t),2.729
Brentonico,4022025,Tessili (t),7.01
Bresimo,4022026,Tessili (t),0.909
Caderzone Terme,4022029,Tessili (t),1.165
Calceranica al Lago,4022032,Tessili (t),7.709
Caldes,4022033,Tessili (t),2.795
Caldonazzo,4022034,Tessili (t),15.972
Calliano,4022035,Tessili (t),6.936
Campodenno,4022037,Tessili (t),5.193
Canal San Bovo,4022038,Tessili (t),5.541
Canazei,4022039,Tessili (t),5.76
Capriana,4022040,Tessili (t),1.82
Carisolo,4022042,Tessili (t),2.203
Carzano,4022043,Tessili (t),0.204
Castel Condino,4022045,Tessili (t),0.293
Castel Ivano,4022240,Tessili (t),1.285
Castello Tesino,4022048,Tessili (t),0.553
Castello-Molina di Fiemme,4022047,Tessili (t),7.577
Castelnuovo,4022049,Tessili (t),0.42
Cavalese,4022050,Tessili (t),15.499
Cavareno,4022051,Tessili (t),4.657
Cavedago,4022052,Tessili (t),3.501
Cavedine,4022053,Tessili (t),16.507
Cavizzana,4022054,Tessili (t),0.608
Cembra Lisignago,4022241,Tessili (t),12.591
Cimone,4022058,Tessili (t),3.894
Cinte Tesino,4022059,Tessili (t),0.154
Cis,4022060,Tessili (t),1.11
Civezzano,4022061,Tessili (t),15.408
Cles,4022062,Tessili (t),24.557
Comano Terme,4022228,Tessili (t),4.221
Commezzadura,4022064,Tessili (t),3.649
Conta\',4022242,Tessili (t),4.971
Croviana,4022068,Tessili (t),1.769
Dambel,4022071,Tessili (t),1.503
Denno,4022074,Tessili (t),4.179
Dimaro Folgarida,4022233,Tessili (t),10.173
Drena,4022078,Tessili (t),0.491
Dro,4022079,Tessili (t),4.245
Fai della Paganella,4022081,Tessili (t),7.933
Fiave,4022083,Tessili (t),1.37
Fierozzo,4022085,Tessili (t),1.92
Folgaria,4022087,Tessili (t),11.53
Fornace,4022089,Tessili (t),5.059
Frassilongo,4022090,Tessili (t),1.545
Garniga Terme,4022091,Tessili (t),2.23
Giovo,4022092,Tessili (t),13.959
Giustino,4022093,Tessili (t),1.251
Grigno,4022095,Tessili (t),0.813
Imer,4022097,Tessili (t),4.317
Isera,4022098,Tessili (t),14.023
Lavarone,4022102,Tessili (t),2.93
Lavis,4022103,Tessili (t),49.328
Ledro,4022229,Tessili (t),5.874
Levico Terme,4022104,Tessili (t),37.298
Livo,4022106,Tessili (t),2.761
Lona-Lases,4022108,Tessili (t),4.739
Luserna,4022109,Tessili (t),1.46
Madruzzo,4022243,Tessili (t),15.941
Male,4022110,Tessili (t),6.085
Massimeno,4022112,Tessili (t),0.196
Mazzin,4022113,Tessili (t),1.76
Mezzana,4022114,Tessili (t),7.093
Mezzano,4022115,Tessili (t),6.069
Mezzocorona,4022116,Tessili (t),30.17
Mezzolombardo,4022117,Tessili (t),39.621
Moena,4022118,Tessili (t),9.92
Molveno,4022120,Tessili (t),12.252
Mori,4022123,Tessili (t),18.859
Nago-Torbole,4022124,Tessili (t),3.167
Nogaredo,4022127,Tessili (t),3.877
Nomi,4022128,Tessili (t),9.263
Novaledo,4022129,Tessili (t),0.431
Novella,4022253,Tessili (t),12.655
Ospedaletto,4022130,Tessili (t),0.307
Ossana,4022131,Tessili (t),2.904
Palu del Fersina,4022133,Tessili (t),0.696
Panchia ,4022134,Tessili (t),2.89
Peio,4022136,Tessili (t),7.121
Pellizzano,4022137,Tessili (t),2.547
Pelugo,4022138,Tessili (t),0.518
Pergine Valsugana,4022139,Tessili (t),83.18
Pieve Di Bono-Prezzo,4022234,Tessili (t),1.764
Pieve Tesino,4022142,Tessili (t),0.316
Pinzolo,4022143,Tessili (t),8.347
Pomarolo,4022144,Tessili (t),4.081
Porte Di Rendena,4022244,Tessili (t),2.226
Predaia,4022230,Tessili (t),25.652
Predazzo,4022147,Tessili (t),16.592
Primiero San Martino Di Castrozza,4022245,Tessili (t),26.156
Rabbi,4022150,Tessili (t),4.032
Riva del Garda,4022153,Tessili (t),16.642
Romeno,4022155,Tessili (t),5.429
Roncegno Terme,4022156,Tessili (t),1.172
Ronchi Valsugana,4022157,Tessili (t),0.189
Ronzo-Chienis,4022135,Tessili (t),5.35
Ronzone,4022159,Tessili (t),2.515
Rovere della Luna,4022160,Tessili (t),8.892
Rovereto,4022161,Tessili (t),179.734
Ruffre-Mendola,4022162,Tessili (t),2.019
Rumo,4022163,Tessili (t),3.133
Sagron Mis,4022164,Tessili (t),0.691
Samone,4022165,Tessili (t),0.218
San Lorenzo Dorsino,4022231,Tessili (t),2.36
San Michele all\'Adige,4022167,Tessili (t),21.504
Sant\'Orsola Terme,4022168,Tessili (t),4.278
Sanzeno,4022169,Tessili (t),3.201
Sarnonico,4022170,Tessili (t),3.301
Scurelle,4022171,Tessili (t),0.54
Segonzano,4022172,Tessili (t),8.105
Sella Giudicarie,4022246,Tessili (t),3.855
Sen Jan di Fassa-San Giovanni di Fassa,4022250,Tessili (t),8.3
Sfruz,4022173,Tessili (t),1.664
Soraga,4022176,Tessili (t),0.76
Sover,4022177,Tessili (t),4.443
Spiazzo,4022179,Tessili (t),2.099
Spormaggiore,4022180,Tessili (t),7.227
Sporminore,4022181,Tessili (t),2.45
Stenico,4022182,Tessili (t),1.741
Storo,4022183,Tessili (t),5.603
Strembo,4022184,Tessili (t),0.781
Telve,4022188,Tessili (t),0.757
Telve di Sopra,4022189,Tessili (t),0.232
Tenna,4022190,Tessili (t),4.393
Tenno,4022191,Tessili (t),1.809
Terragnolo,4022193,Tessili (t),1.84
Terre d\'Adige,4022251,Tessili (t),16.517
Terzolas,4022195,Tessili (t),1.712
Tesero,4022196,Tessili (t),10.323
Tione di Trento,4022199,Tessili (t),4.55
Ton,4022200,Tessili (t),4.578
Torcegno,4022202,Tessili (t),0.273
Trambileno,4022203,Tessili (t),7.1
Tre Ville,4022247,Tessili (t),2.373
Trento,4022205,Tessili (t),533.04
Valdaone,4022232,Tessili (t),1.512
Valfloriana,4022209,Tessili (t),1.409
Vallarsa,4022210,Tessili (t),6.84
Vallelaghi,4022248,Tessili (t),28.463
Vermiglio,4022213,Tessili (t),7.022
Vignola-Falesina,4022216,Tessili (t),0.848
Villa d\'Anaunia,4022249,Tessili (t),16.444
Villa Lagarina,4022222,Tessili (t),12.33
Ville di Fiemme,4022254,Tessili (t),10.649
Volano,4022224,Tessili (t),10.93
Ziano di Fiemme,4022226,Tessili (t),6.491
Ala,4022001,Tessili (t),23.6
Albiano,4022002,Tessili (t),7.833
Aldeno,4022003,Tessili (t),16.762
Altavalle,4022235,Tessili (t),9.142
Altopiano Della Vigolana,4022236,Tessili (t),18.422
Amblar-Don,4022237,Tessili (t),1.717
Andalo,4022005,Tessili (t),15.853
Arco,4022006,Tessili (t),7.335
Avio,4022007,Tessili (t),9.86
Baselga di Pine,4022009,Tessili (t),18.854
Bedollo,4022011,Tessili (t),5.515
Besenello,4022013,Tessili (t),7.141
Bieno,4022015,Tessili (t),0.217
Bleggio Superiore,4022017,Tessili (t),1.701
Bocenago,4022018,Tessili (t),0.449
Bondone,4022021,Tessili (t),0.77
Borgo Chiese,4022238,Tessili (t),2.163
Borgo d\'Anaunia,4022252,Tessili (t),8.603
Borgo Lares,4022239,Tessili (t),0.802
Borgo Valsugana,4022022,Tessili (t),3.285
Brentonico,4022025,Tessili (t),8.16
Bresimo,4022026,Tessili (t),0.787
Caderzone Terme,4022029,Tessili (t),0.84
Calceranica al Lago,4022032,Tessili (t),7.36
Caldes,4022033,Tessili (t),3.463
Caldonazzo,4022034,Tessili (t),14.904
Calliano,4022035,Tessili (t),3.839
Campodenno,4022037,Tessili (t),4.729
Canal San Bovo,4022038,Tessili (t),4.956
Canazei,4022039,Tessili (t),6.01
Capriana,4022040,Tessili (t),1.657
Carisolo,4022042,Tessili (t),1.236
Carzano,4022043,Tessili (t),0.237
Castel Condino,4022045,Tessili (t),0.251
Castel Ivano,4022240,Tessili (t),1.519
Castello Tesino,4022048,Tessili (t),0.58
Castello-Molina di Fiemme,4022047,Tessili (t),6.972
Castelnuovo,4022049,Tessili (t),0.506
Cavalese,4022050,Tessili (t),13.326
Cavareno,4022051,Tessili (t),3.679
Cavedago,4022052,Tessili (t),3.403
Cavedine,4022053,Tessili (t),16.139
Cavizzana,4022054,Tessili (t),0.57
